id,title,score
7,webrtc,1.0
5,unisa,0.43719661235809326
10,cosmos,0.39036679863929746
1,firefox,0.3745103571563959
8,github,0.3534089071410043
3,nextcloud,0.2766247034072876
9,hugo,0.2663558231932776
6,i3wm,0.2374135971069336
4,tensorflow,0.14066947168774074
0,ledger,0.13768351264297962
2,golang,0.12018431077400843
